Date,Time,Age,Gender,NexusMember,NexusNumber,Outlet_Name,Address,InvoiceNumber,Item_Code,Item_Description,Department,Item_Category,Quantity,Unit_Price,Discount,TotalValue,Payment_Method,Loyalty_Points_Earned,Profit
2025-06-22,07:10:51,34,Male,Yes,963898.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121769,19,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,15,637.5,Mobile Payment,3,99.43
2025-06-22,10:11:19,46,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121770,6,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,2,320.0,10,576.0,Cash,19,145.85
2025-06-03,03:28:04,55,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121771,28,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,2,412.0,15,700.4,Cash,9,141.66
2025-06-25,07:29:18,31,Female,Yes,852564.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121772,7,TOP CRUST BREAD,Bakery,Production Bakery,2,69.0,10,124.2,Cash,0,38.84
2024-11-03,05:15:01,32,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121773,17,CLOGARD TOOTH PASTE 200G,Household,Oral Care,4,195.0,5,741.0,Mobile Payment,4,231.56
2025-01-09,05:27:58,24,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121774,12,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,4,120.0,0,480.0,Card,0,145.06
2024-10-08,09:52:10,51,Female,Yes,917241.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121775,44,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,1,140.0,15,119.0,Card,0,36.49
2025-07-23,23:58:57,30,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121776,30,VELVET HAND WASH REFILL ROSE 200ML,Household,Hand & Body Care,1,175.0,5,166.25,Card,0,35.49
2025-05-03,00:53:28,48,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121777,10,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,1,880.0,10,792.0,Card,20,174.07
2024-12-18,09:50:08,59,Female,Yes,990706.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121778,33,MANGO - K/C,Fruits,Inorganic,4,129.0,15,438.6,Card,0,103.15
2025-06-16,13:28:03,39,Female,Yes,894460.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121779,2,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,10,248.4,Cash,0,78.65
2024-09-21,15:27:08,59,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121780,42,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,1,530.0,10,477.0,Cash,0,79.4
2024-11-01,14:16:26,43,Male,Yes,731426.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121781,15,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,0,2580.0,Card,4,792.49
2025-05-18,13:22:41,30,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121782,48,Goldi Jumbo Chicken Sausages 330g,Frozen Food,Sausages,2,468.0,0,936.0,Cash,14,242.7
2024-11-24,00:13:56,22,Male,Yes,240439.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121783,42,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,4,320.0,0,1280.0,Cash,1,286.12
2024-12-04,07:05:29,34,Female,Yes,560212.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121784,37,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,2,220.0,15,374.0,Card,0,65.6
2024-10-26,20:43:39,60,Male,Yes,117640.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121785,45,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,4,552.5,5,2099.5,Cash,13,593.17
2025-06-24,22:32:33,46,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121786,9,MANGO - K/C,Fruits,Inorganic,1,129.0,0,129.0,Cash,0,25.12
2025-06-19,14:40:44,44,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121787,44,Anchor Full Cream Milk Powder 400g,Beverages,Milk Powder,3,1200.0,10,3240.0,Card,15,721.56
2025-07-10,19:40:15,18,Male,Yes,498653.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121788,14,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,4,530.0,0,2120.0,Cash,12,435.96
2025-04-30,22:37:06,46,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121789,49,MILO PACKET 600G,Beverages,Malt Drink,2,645.0,10,1161.0,Mobile Payment,12,182.37
2024-08-27,12:39:33,33,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121790,3,Goldi Jumbo Chicken Sausages 330g,Frozen Food,Sausages,1,468.0,0,468.0,Cash,0,125.02
2025-03-26,14:32:04,28,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121791,11,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,3,320.0,10,864.0,Cash,9,264.86
2025-02-22,19:02:29,28,Female,Yes,210748.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121792,28,Garlic 250g,Grocery,Vegetables,2,230.0,0,460.0,Cash,0,82.93
2025-07-26,04:31:27,41,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121793,34,CIC BASMATHI RICE BULK,Grocery,Pulses,4,698.0,5,2652.4,Card,14,862.17
2025-04-10,09:46:05,28,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121794,41,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,0,1935.0,Mobile Payment,13,473.81
2025-07-18,20:11:56,22,Male,Yes,339637.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121795,41,CLOGARD TOOTHPASTE 120G,Household,Oral Care,1,248.0,5,235.6,Cash,0,47.85
2024-08-26,07:20:21,55,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121796,4,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Beverages,Juices & Carbonates,2,320.0,10,576.0,Cash,2,156.11
2025-04-15,14:21:10,41,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121797,28,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,2,220.0,5,418.0,Card,0,89.52
2025-04-08,11:20:42,23,Female,Yes,472496.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121798,14,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,4,120.0,15,408.0,Mobile Payment,0,100.81
2024-11-16,07:34:11,33,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121799,40,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,3,120.0,5,342.0,Card,0,104.44
2024-10-15,01:03:49,35,Female,Yes,525684.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121800,17,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,3,320.0,0,960.0,Cash,10,261.53
2025-01-25,11:19:35,45,Female,Yes,265935.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121801,24,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,2,412.0,5,782.8,Card,4,157.21
2025-01-17,10:17:00,20,Male,Yes,537048.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121802,3,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,3,291.0,0,873.0,Mobile Payment,9,145.88
2024-12-14,08:40:35,60,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121803,30,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,15,234.6,Cash,0,44.21
2025-02-20,01:54:12,33,Female,Yes,674273.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121804,31,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,1,160.0,10,144.0,Mobile Payment,0,44.81
2025-06-14,07:12:50,27,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121805,3,MANGO - K/C,Fruits,Inorganic,2,129.0,15,219.3,Card,0,48.2
2025-03-19,14:09:02,33,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121806,5,MANGO - K/C,Fruits,Inorganic,3,129.0,5,367.65,Cash,0,116.15
2025-02-06,07:05:44,20,Male,Yes,315795.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121807,44,Garlic 250g,Grocery,Vegetables,1,230.0,10,207.0,Mobile Payment,0,71.07
2025-01-11,03:00:18,28,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121808,40,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,4,320.0,10,1152.0,Mobile Payment,14,289.5
2025-01-29,11:29:45,25,Female,Yes,584570.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121809,44,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,2,120.0,15,204.0,Mobile Payment,0,51.49
2025-05-08,17:45:44,34,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121810,2,Astra Fat Spread 1kg,Grocery,Dairy & Spreads,1,1360.0,5,1292.0,Mobile Payment,1,216.21
2025-03-31,17:07:04,59,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121811,41,Pears Baby Cologne Active Floral 100ml,Baby Care,Baby Cologne,4,431.25,5,1638.75,Cash,20,306.85
2025-03-21,18:54:23,60,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121812,13,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,0,2580.0,Card,5,505.56
2025-03-29,07:57:39,36,Female,Yes,198124.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121813,14,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,3,1230.0,15,3136.5,Mobile Payment,8,1083.87
2024-09-12,08:56:20,41,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121814,41,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,3,140.0,0,420.0,Cash,0,68.96
2024-08-01,23:51:43,47,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121815,34,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,3,880.0,5,2508.0,Cash,12,515.22
2024-09-23,16:33:14,20,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121816,41,TOP CRUST BREAD,Bakery,Production Bakery,1,69.0,10,62.1,Card,0,19.49
2024-09-04,02:18:24,50,Male,Yes,221744.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121817,36,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,5,503.5,Cash,17,136.04
2024-09-01,11:45:21,55,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121818,5,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,0,530.0,Cash,16,148.56
2025-03-02,09:27:42,59,Female,Yes,933117.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121819,46,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,10,288.0,Mobile Payment,0,52.22
2025-01-03,00:25:57,38,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121820,48,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,4,552.5,5,2099.5,Card,11,351.88
2024-08-30,19:50:51,50,Female,Yes,822987.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121821,11,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,2,220.0,0,440.0,Card,0,107.19
2024-08-05,09:25:57,42,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121822,21,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,10,288.0,Card,0,87.23
2025-02-06,17:22:02,39,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121823,47,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,3,50.0,5,142.5,Cash,0,37.07
2024-08-05,23:30:10,26,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121824,16,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,3,530.0,15,1351.5,Mobile Payment,9,220.17
2024-11-22,11:50:54,31,Male,Yes,142163.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121825,8,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,10,675.0,Cash,5,126.73
2024-09-25,05:11:03,38,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121826,35,Milca Instant Milk Powder 400g,Beverages,Milk Powder,4,1050.0,5,3990.0,Cash,13,1202.9
2024-12-17,07:24:50,21,Female,Yes,573481.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121827,48,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,5,1838.25,Cash,20,470.48
2024-09-16,11:17:17,49,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121828,13,MANGO - K/C,Fruits,Inorganic,3,129.0,0,387.0,Cash,0,64.47
2024-11-11,00:30:46,40,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121829,36,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,2,250.0,5,475.0,Cash,0,107.35
2024-12-08,12:57:57,29,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121830,28,TOP CRUST BREAD,Bakery,Production Bakery,2,69.0,10,124.2,Card,0,23.06
2025-02-13,20:00:25,52,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121831,42,MILO PACKET 600G,Beverages,Malt Drink,2,645.0,10,1161.0,Mobile Payment,16,227.53
2025-05-22,21:22:57,38,Female,Yes,390618.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121832,50,CLOGARD TOOTH PASTE 200G,Household,Oral Care,2,195.0,10,351.0,Card,0,101.72
2024-09-20,09:45:22,57,Male,Yes,359853.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121833,25,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,0,530.0,Mobile Payment,15,179.31
2025-06-28,21:19:00,56,Male,Yes,926851.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121834,28,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,15,234.6,Cash,0,52.73
2025-01-09,19:27:16,58,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121835,8,Astra Fat Spread 1kg,Grocery,Dairy & Spreads,4,1360.0,0,5440.0,Mobile Payment,19,1129.94
2025-03-06,09:28:49,55,Male,Yes,466870.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121836,9,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,4,375.0,0,1500.0,Mobile Payment,16,227.95
2024-10-04,08:31:45,60,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121837,27,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,2,750.0,0,1500.0,Card,18,245.33
2024-12-03,04:02:22,31,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121838,49,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,5,712.5,Mobile Payment,14,136.82
2024-11-14,08:53:59,46,Male,Yes,805138.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121839,8,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,3,291.0,5,829.35,Cash,8,142.83
2025-05-12,03:46:09,54,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121840,24,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,3,552.5,0,1657.5,Card,11,299.09
2025-05-23,05:49:51,55,Male,Yes,859167.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121841,33,Cabbage 500g,Grocery,Vegetables,3,160.0,0,480.0,Cash,0,138.45
2025-06-16,11:48:54,55,Female,Yes,750181.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121842,6,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,3,412.0,15,1050.6,Card,5,185.2
2025-03-21,12:23:43,58,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121843,27,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,10,1741.5,Card,8,387.36
2024-08-02,08:02:37,34,Female,Yes,627584.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121844,41,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,4,375.0,15,1275.0,Cash,8,422.2
2024-12-01,21:56:57,60,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121845,19,CLOGARD TOOTH PASTE 200G,Household,Oral Care,4,195.0,0,780.0,Card,2,232.75
2025-07-11,17:40:24,29,Male,Yes,696649.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121846,18,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,2,390.0,15,663.0,Card,7,230.82
2025-02-09,11:37:36,58,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121847,13,Pears Baby Cologne Active Floral 100ml,Baby Care,Baby Cologne,1,431.25,0,431.25,Card,0,145.29
2024-11-08,02:07:17,23,Male,Yes,316087.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121848,20,MILO PACKET 600G,Beverages,Malt Drink,2,645.0,5,1225.5,Mobile Payment,5,372.41
2024-10-10,04:11:48,39,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121849,11,Green Chillies 100g,Grocery,Vegetables,3,34.0,15,86.7,Mobile Payment,0,25.48
2024-10-13,02:50:34,26,Female,Yes,479893.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121850,10,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,2,552.5,10,994.5,Cash,2,235.3
2024-10-30,17:43:46,39,Male,Yes,298135.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121851,16,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,3,375.0,10,1012.5,Mobile Payment,8,317.96
2024-09-24,14:29:50,18,Male,Yes,258380.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121852,47,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,4,1230.0,5,4674.0,Mobile Payment,11,859.04
2025-05-26,11:26:23,44,Male,Yes,649391.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121853,3,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,10,2205.0,Card,4,439.9
2024-11-11,09:59:41,25,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121854,50,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,10,477.0,Card,0,157.74
2025-02-18,15:56:51,20,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121855,27,TOP CRUST BREAD,Bakery,Production Bakery,1,69.0,10,62.1,Cash,0,16.81
2025-03-10,08:37:08,25,Female,Yes,508265.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121856,38,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,1,390.0,5,370.5,Cash,0,129.4
2025-02-10,09:23:16,47,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121857,11,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,0,750.0,Card,10,243.03
2024-10-05,23:03:52,40,Female,Yes,133137.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121858,48,MYSOORE DHAL BULK KG,Grocery,Pulses,1,265.0,5,251.75,Cash,0,75.48
2025-07-24,10:43:37,45,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121859,29,SUNQUICK B/CURRENT STD 330ML,Beverages,Concentrated Fruit Drinks,2,490.0,15,833.0,Mobile Payment,13,236.5
2025-03-29,02:17:45,19,Female,Yes,583888.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121860,20,Bairaha Chicken Sausages 500g,Frozen Food,Sausages,1,950.0,15,807.5,Cash,19,207.84
2025-03-07,02:22:35,60,Female,Yes,230683.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121861,5,Cabbage 500g,Grocery,Vegetables,3,160.0,10,432.0,Mobile Payment,0,106.0
2025-02-19,18:12:51,49,Male,Yes,519194.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121862,38,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,1,390.0,10,351.0,Cash,0,93.28
2024-08-28,22:41:57,57,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121863,26,CLOGARD TOOTH PASTE 200G,Household,Oral Care,3,195.0,5,555.75,Card,10,167.31
2024-09-30,21:42:35,49,Female,Yes,646098.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121864,42,Cabbage 500g,Grocery,Vegetables,1,160.0,0,160.0,Mobile Payment,0,45.57
2025-07-03,02:46:23,24,Male,Yes,888826.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121865,36,MANGO - K/C,Fruits,Inorganic,2,129.0,15,219.3,Cash,0,61.54
2025-07-25,15:55:42,53,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121866,22,Goldi Jumbo Chicken Sausages 330g,Frozen Food,Sausages,4,468.0,5,1778.4,Cash,6,501.75
2024-11-08,17:52:55,40,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121867,44,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,3,530.0,0,1590.0,Card,14,422.35
2025-05-30,19:50:38,55,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121868,8,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,4,250.0,15,850.0,Mobile Payment,10,195.0
2024-12-28,17:59:57,27,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121869,13,Big Onion 500g,Grocery,Vegetables,3,115.0,5,327.75,Mobile Payment,0,54.14
2024-09-16,18:21:01,31,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121870,45,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,3,530.0,10,1431.0,Cash,5,348.73
2025-07-14,02:45:40,27,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121871,6,VELVET HAND WASH REFILL ROSE 200ML,Household,Hand & Body Care,4,175.0,10,630.0,Mobile Payment,5,167.04
2025-01-06,05:43:39,24,Male,Yes,987452.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121872,24,Tiara Chocolate Layer Cake 310g,Bakery,Cakes,3,522.0,10,1409.4,Cash,6,300.46
2025-04-17,13:10:31,59,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121873,33,Milca Instant Milk Powder 400g,Beverages,Milk Powder,4,1050.0,10,3780.0,Mobile Payment,11,1257.16
2025-03-21,15:56:05,38,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121874,4,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,0,2580.0,Mobile Payment,18,750.84
2024-10-22,07:44:22,22,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121875,29,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,3,50.0,15,127.5,Cash,0,21.82
2024-08-14,13:12:28,18,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121876,45,Bairaha Chicken Sausages 500g,Frozen Food,Sausages,2,950.0,10,1710.0,Mobile Payment,8,496.7
2025-05-10,09:41:54,27,Female,Yes,721066.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121877,31,Green Chillies 100g,Grocery,Vegetables,2,34.0,5,64.6,Card,0,20.41
2025-01-29,23:31:02,34,Female,Yes,284960.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121878,31,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,4,220.0,0,880.0,Mobile Payment,20,299.88
2025-01-15,07:11:39,22,Male,Yes,759186.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121879,14,Delmege Chicken Flavoured Soya Meat 90g,Grocery,Soya Products,1,170.0,0,170.0,Mobile Payment,0,44.21
2025-03-08,10:20:02,34,Female,Yes,656367.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121880,32,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,2,291.0,0,582.0,Cash,10,109.94
2025-04-15,02:39:49,50,Male,Yes,688750.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121881,22,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,2,320.0,0,640.0,Card,17,218.48
2025-02-28,13:28:53,29,Female,Yes,386178.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121882,10,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,4,250.0,5,950.0,Cash,10,324.72
2025-03-27,20:09:26,54,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121883,38,TOP CRUST BREAD,Bakery,Production Bakery,2,69.0,0,138.0,Card,0,22.08
2024-09-10,03:40:29,31,Female,Yes,565487.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121884,12,CLOGARD TOOTH PASTE 200G,Household,Oral Care,1,195.0,0,195.0,Cash,0,39.76
2025-03-05,11:51:12,48,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121885,31,MYSOORE DHAL BULK KG,Grocery,Pulses,1,265.0,10,238.5,Card,0,54.89
2025-06-25,15:10:15,32,Female,Yes,618037.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121886,18,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,3,320.0,10,864.0,Mobile Payment,12,290.87
2024-12-31,16:04:48,53,Male,Yes,663534.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121887,20,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,0,750.0,Mobile Payment,20,159.64
2024-12-23,09:26:58,27,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121888,33,SUNQUICK B/CURRENT STD 330ML,Beverages,Concentrated Fruit Drinks,4,490.0,15,1666.0,Mobile Payment,3,494.9
2024-09-25,23:10:02,35,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121889,1,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,1,530.0,5,503.5,Cash,12,161.77
